
Device             Param            Noise Contribution    % Of Total
/I1/I3/MP34<26>    fn               6.92803e-13           0.00      
/I1/I3/MP34<25>    fn               6.92803e-13           0.00      
/I1/I3/MP34<24>    fn               6.92803e-13           0.00      
/I1/I3/MP34<23>    fn               6.92803e-13           0.00      
/I1/I3/MP34<22>    fn               6.92803e-13           0.00      
/I1/I3/MP34<21>    fn               6.92803e-13           0.00      
/I1/I3/MP34<20>    fn               6.92803e-13           0.00      
/I1/I3/MP34<1>     fn               6.92803e-13           0.00      
/I1/I3/MP34<19>    fn               6.92803e-13           0.00      
/I1/I3/MP34<18>    fn               6.92803e-13           0.00      
/I1/I3/MP34<17>    fn               6.92803e-13           0.00      
/I1/I3/MP34<16>    fn               6.92803e-13           0.00      
/I1/I3/MP34<15>    fn               6.92803e-13           0.00      
/I1/I3/MP34<14>    fn               6.92803e-13           0.00      
/I1/I3/MP34<13>    fn               6.92803e-13           0.00      
/I1/I3/MP34<12>    fn               6.92803e-13           0.00      
/I1/I3/MP34<11>    fn               6.92803e-13           0.00      
/I1/I3/MP34<10>    fn               6.92803e-13           0.00      
/I1/I3/MP34<0>     fn               6.92803e-13           0.00      
/I1/R6/R1          thermal_noise    5.49085e-13           0.00      
/I1/MP13           rs               5.12482e-13           0.00      
/I1/MP11           rd               4.55916e-13           0.00      
/R6/R2             thermal_noise    4.51248e-13           0.00      
/I1/R6/R2          thermal_noise    4.34587e-13           0.00      
/I1/I3/MP34<9>     rs               4.32647e-13           0.00      
/I1/I3/MP34<8>     rs               4.32647e-13           0.00      
/I1/I3/MP34<80>    rs               4.32647e-13           0.00      
/I1/I3/MP34<7>     rs               4.32647e-13           0.00      
/I1/I3/MP34<79>    rs               4.32647e-13           0.00      
/I1/I3/MP34<78>    rs               4.32647e-13           0.00      
/I1/I3/MP34<77>    rs               4.32647e-13           0.00      
/I1/I3/MP34<76>    rs               4.32647e-13           0.00      
/I1/I3/MP34<75>    rs               4.32647e-13           0.00      
/I1/I3/MP34<74>    rs               4.32647e-13           0.00      
/I1/I3/MP34<73>    rs               4.32647e-13           0.00      
/I1/I3/MP34<72>    rs               4.32647e-13           0.00      
/I1/I3/MP34<71>    rs               4.32647e-13           0.00      
/I1/I3/MP34<70>    rs               4.32647e-13           0.00      
/I1/I3/MP34<6>     rs               4.32647e-13           0.00      
/I1/I3/MP34<69>    rs               4.32647e-13           0.00      
/I1/I3/MP34<68>    rs               4.32647e-13           0.00      
/I1/I3/MP34<67>    rs               4.32647e-13           0.00      
/I1/I3/MP34<66>    rs               4.32647e-13           0.00      
/I1/I3/MP34<65>    rs               4.32647e-13           0.00      
/I1/I3/MP34<64>    rs               4.32647e-13           0.00      
/I1/I3/MP34<63>    rs               4.32647e-13           0.00      
/I1/I3/MP34<62>    rs               4.32647e-13           0.00      
/I1/I3/MP34<61>    rs               4.32647e-13           0.00      
/I1/I3/MP34<60>    rs               4.32647e-13           0.00      
/I1/I3/MP34<5>     rs               4.32647e-13           0.00      
/I1/I3/MP34<59>    rs               4.32647e-13           0.00      
/I1/I3/MP34<58>    rs               4.32647e-13           0.00      
/I1/I3/MP34<57>    rs               4.32647e-13           0.00      
/I1/I3/MP34<56>    rs               4.32647e-13           0.00      
/I1/I3/MP34<55>    rs               4.32647e-13           0.00      
/I1/I3/MP34<54>    rs               4.32647e-13           0.00      
/I1/I3/MP34<53>    rs               4.32647e-13           0.00      
/I1/I3/MP34<52>    rs               4.32647e-13           0.00      
/I1/I3/MP34<51>    rs               4.32647e-13           0.00      
/I1/I3/MP34<50>    rs               4.32647e-13           0.00      
/I1/I3/MP34<4>     rs               4.32647e-13           0.00      
/I1/I3/MP34<49>    rs               4.32647e-13           0.00      
/I1/I3/MP34<48>    rs               4.32647e-13           0.00      
/I1/I3/MP34<47>    rs               4.32647e-13           0.00      
/I1/I3/MP34<46>    rs               4.32647e-13           0.00      
/I1/I3/MP34<45>    rs               4.32647e-13           0.00      
/I1/I3/MP34<44>    rs               4.32647e-13           0.00      
/I1/I3/MP34<43>    rs               4.32647e-13           0.00      
/I1/I3/MP34<42>    rs               4.32647e-13           0.00      
/I1/I3/MP34<41>    rs               4.32647e-13           0.00      
/I1/I3/MP34<40>    rs               4.32647e-13           0.00      
/I1/I3/MP34<3>     rs               4.32647e-13           0.00      
/I1/I3/MP34<39>    rs               4.32647e-13           0.00      
/I1/I3/MP34<38>    rs               4.32647e-13           0.00      
/I1/I3/MP34<37>    rs               4.32647e-13           0.00      
/I1/I3/MP34<36>    rs               4.32647e-13           0.00      
/I1/I3/MP34<35>    rs               4.32647e-13           0.00      
/I1/I3/MP34<34>    rs               4.32647e-13           0.00      
/I1/I3/MP34<33>    rs               4.32647e-13           0.00      
/I1/I3/MP34<32>    rs               4.32647e-13           0.00      
/I1/I3/MP34<31>    rs               4.32647e-13           0.00      
/I1/I3/MP34<30>    rs               4.32647e-13           0.00      
/I1/I3/MP34<2>     rs               4.32647e-13           0.00      
/I1/I3/MP34<29>    rs               4.32647e-13           0.00      
/I1/I3/MP34<28>    rs               4.32647e-13           0.00      
/I1/I3/MP34<27>    rs               4.32647e-13           0.00      
/I1/I3/MP34<26>    rs               4.32647e-13           0.00      
/I1/I3/MP34<25>    rs               4.32647e-13           0.00      
/I1/I3/MP34<24>    rs               4.32647e-13           0.00      
/I1/I3/MP34<23>    rs               4.32647e-13           0.00      
/I1/I3/MP34<22>    rs               4.32647e-13           0.00      
/I1/I3/MP34<21>    rs               4.32647e-13           0.00      
/I1/I3/MP34<20>    rs               4.32647e-13           0.00      
/I1/I3/MP34<1>     rs               4.32647e-13           0.00      
/I1/I3/MP34<19>    rs               4.32647e-13           0.00      
/I1/I3/MP34<18>    rs               4.32647e-13           0.00      
/I1/I3/MP34<17>    rs               4.32647e-13           0.00      
/I1/I3/MP34<16>    rs               4.32647e-13           0.00      
/I1/I3/MP34<15>    rs               4.32647e-13           0.00      
/I1/I3/MP34<14>    rs               4.32647e-13           0.00      
/I1/I3/MP34<13>    rs               4.32647e-13           0.00      
/I1/I3/MP34<12>    rs               4.32647e-13           0.00      
/I1/I3/MP34<11>    rs               4.32647e-13           0.00      
/I1/I3/MP34<10>    rs               4.32647e-13           0.00      
/I1/I3/MP34<0>     rs               4.32647e-13           0.00      
/I1/MN32<0>        rs               3.60161e-13           0.00      
/I1/MN32<1>        rs               3.60161e-13           0.00      
/I1/R4/R1          thermal_noise    3.127e-13             0.00      
/I1/R4/R2          thermal_noise    2.74305e-13           0.00      
/I1/R11/R1         thermal_noise    2.67851e-13           0.00      
/I1/R15/R1         thermal_noise    2.67417e-13           0.00      
/I1/R1/R1          thermal_noise    2.49093e-13           0.00      
/I1/R15/R2         thermal_noise    2.35244e-13           0.00      
/I1/R11/R2         thermal_noise    2.35129e-13           0.00      
/I1/MP1            id               1.97725e-13           0.00      
/I1/MP4            id               1.84918e-13           0.00      
/I1/MN4<7>         rs               1.24735e-13           0.00      
/I1/MN4<6>         rs               1.24735e-13           0.00      
/I1/MN4<5>         rs               1.24735e-13           0.00      
/I1/MN4<4>         rs               1.24735e-13           0.00      
/I1/MN4<3>         rs               1.24735e-13           0.00      
/I1/MN4<2>         rs               1.24735e-13           0.00      
/I1/MN4<1>         rs               1.24735e-13           0.00      
/I1/MN4<0>         rs               1.24735e-13           0.00      
/I1/MP15           id               8.69525e-14           0.00      
/I1/MN32<1>        rd               8.60552e-14           0.00      
/I1/MN32<0>        rd               8.60552e-14           0.00      
/I1/R2/R1          thermal_noise    7.10353e-14           0.00      
/I1/R18/R1         thermal_noise    6.85468e-14           0.00      
/I1/R21/R1         thermal_noise    5.86282e-14           0.00      
/I1/R14/R1         thermal_noise    5.83979e-14           0.00      
/I1/R22/R2         thermal_noise    5.49174e-14           0.00      
/I1/R22/R1         thermal_noise    5.48703e-14           0.00      
/I43/M1            id               5.34988e-14           0.00      
/I1/MP9            id               4.91076e-14           0.00      
/I43/M2            id               4.74862e-14           0.00      
/I1/MP12           id               4.09224e-14           0.00      
/I1/R7/R2          thermal_noise    3.72596e-14           0.00      
/I1/MP11           fn               3.58373e-14           0.00      
/I43/M5            id               3.57359e-14           0.00      
/I1/R5/R2          thermal_noise    2.30906e-14           0.00      
/I1/MN4<7>         rd               1.97802e-14           0.00      
/I1/MN4<6>         rd               1.97802e-14           0.00      
/I1/MN4<5>         rd               1.97802e-14           0.00      
/I1/MN4<4>         rd               1.97802e-14           0.00      
/I1/MN4<3>         rd               1.97802e-14           0.00      
/I1/MN4<2>         rd               1.97802e-14           0.00      
/I1/MN4<1>         rd               1.97802e-14           0.00      
/I1/MN4<0>         rd               1.97802e-14           0.00      
/I1/MP0            id               1.97538e-14           0.00      
/I1/R17/R2         thermal_noise    1.96783e-14           0.00      
/I1/R17/R1         thermal_noise    1.96772e-14           0.00      
/I1/R7/R1          thermal_noise    1.94403e-14           0.00      
/R5                rn               1.85478e-14           0.00      
/I5/R0             rn               1.82352e-14           0.00      
/I10/R0            rn               1.60158e-14           0.00      
/I1/MP11           rs               1.4557e-14            0.00      
/I1/I3/MP34<9>     rd               1.41732e-14           0.00      
/I1/I3/MP34<8>     rd               1.41732e-14           0.00      
/I1/I3/MP34<80>    rd               1.41732e-14           0.00      
/I1/I3/MP34<7>     rd               1.41732e-14           0.00      
/I1/I3/MP34<79>    rd               1.41732e-14           0.00      
/I1/I3/MP34<78>    rd               1.41732e-14           0.00      
/I1/I3/MP34<77>    rd               1.41732e-14           0.00      
/I1/I3/MP34<76>    rd               1.41732e-14           0.00      
/I1/I3/MP34<75>    rd               1.41732e-14           0.00      
/I1/I3/MP34<74>    rd               1.41732e-14           0.00      
/I1/I3/MP34<73>    rd               1.41732e-14           0.00      
/I1/I3/MP34<72>    rd               1.41732e-14           0.00      
/I1/I3/MP34<71>    rd               1.41732e-14           0.00      
/I1/I3/MP34<70>    rd               1.41732e-14           0.00      
/I1/I3/MP34<6>     rd               1.41732e-14           0.00      
/I1/I3/MP34<69>    rd               1.41732e-14           0.00      
/I1/I3/MP34<68>    rd               1.41732e-14           0.00      
/I1/I3/MP34<67>    rd               1.41732e-14           0.00      
/I1/I3/MP34<66>    rd               1.41732e-14           0.00      
/I1/I3/MP34<65>    rd               1.41732e-14           0.00      
/I1/I3/MP34<64>    rd               1.41732e-14           0.00      
/I1/I3/MP34<63>    rd               1.41732e-14           0.00      
/I1/I3/MP34<62>    rd               1.41732e-14           0.00      
/I1/I3/MP34<61>    rd               1.41732e-14           0.00      
/I1/I3/MP34<60>    rd               1.41732e-14           0.00      
/I1/I3/MP34<5>     rd               1.41732e-14           0.00      
/I1/I3/MP34<59>    rd               1.41732e-14           0.00      
/I1/I3/MP34<58>    rd               1.41732e-14           0.00      
/I1/I3/MP34<57>    rd               1.41732e-14           0.00      
/I1/I3/MP34<56>    rd               1.41732e-14           0.00      
/I1/I3/MP34<55>    rd               1.41732e-14           0.00      
/I1/I3/MP34<54>    rd               1.41732e-14           0.00      
/I1/I3/MP34<53>    rd               1.41732e-14           0.00      
/I1/I3/MP34<52>    rd               1.41732e-14           0.00      
/I1/I3/MP34<51>    rd               1.41732e-14           0.00      
/I1/I3/MP34<50>    rd               1.41732e-14           0.00      
/I1/I3/MP34<4>     rd               1.41732e-14           0.00      
/I1/I3/MP34<49>    rd               1.41732e-14           0.00      
/I1/I3/MP34<48>    rd               1.41732e-14           0.00      
/I1/I3/MP34<47>    rd               1.41732e-14           0.00      
/I1/I3/MP34<46>    rd               1.41732e-14           0.00      
/I1/I3/MP34<45>    rd               1.41732e-14           0.00      
/I1/I3/MP34<44>    rd               1.41732e-14           0.00      
/I1/I3/MP34<43>    rd               1.41732e-14           0.00      
/I1/I3/MP34<42>    rd               1.41732e-14           0.00      
/I1/I3/MP34<41>    rd               1.41732e-14           0.00      
/I1/I3/MP34<40>    rd               1.41732e-14           0.00      
/I1/I3/MP34<3>     rd               1.41732e-14           0.00      
/I1/I3/MP34<39>    rd               1.41732e-14           0.00      
/I1/I3/MP34<38>    rd               1.41732e-14           0.00      
/I1/I3/MP34<37>    rd               1.41732e-14           0.00      
/I1/I3/MP34<36>    rd               1.41732e-14           0.00      
/I1/I3/MP34<35>    rd               1.41732e-14           0.00      
/I1/I3/MP34<34>    rd               1.41732e-14           0.00      
/I1/I3/MP34<33>    rd               1.41732e-14           0.00      
/I1/I3/MP34<32>    rd               1.41732e-14           0.00      
/I1/I3/MP34<31>    rd               1.41732e-14           0.00      
/I1/I3/MP34<30>    rd               1.41732e-14           0.00      
/I1/I3/MP34<2>     rd               1.41732e-14           0.00      
/I1/I3/MP34<29>    rd               1.41732e-14           0.00      
/I1/I3/MP34<28>    rd               1.41732e-14           0.00      
/I1/I3/MP34<27>    rd               1.41732e-14           0.00      
/I1/I3/MP34<26>    rd               1.41732e-14           0.00      
/I1/I3/MP34<25>    rd               1.41732e-14           0.00      
/I1/I3/MP34<24>    rd               1.41732e-14           0.00      
/I1/I3/MP34<23>    rd               1.41732e-14           0.00      
/I1/I3/MP34<22>    rd               1.41732e-14           0.00      
/I1/I3/MP34<21>    rd               1.41732e-14           0.00      
/I1/I3/MP34<20>    rd               1.41732e-14           0.00      
/I1/I3/MP34<1>     rd               1.41732e-14           0.00      
/I1/I3/MP34<19>    rd               1.41732e-14           0.00      
/I1/I3/MP34<18>    rd               1.41732e-14           0.00      
/I1/I3/MP34<17>    rd               1.41732e-14           0.00      
/I1/I3/MP34<16>    rd               1.41732e-14           0.00      
/I1/I3/MP34<15>    rd               1.41732e-14           0.00      
/I1/I3/MP34<14>    rd               1.41732e-14           0.00      
/I1/I3/MP34<13>    rd               1.41732e-14           0.00      
/I1/I3/MP34<12>    rd               1.41732e-14           0.00      
/I1/I3/MP34<11>    rd               1.41732e-14           0.00      
/I1/I3/MP34<10>    rd               1.41732e-14           0.00      
/I1/I3/MP34<0>     rd               1.41732e-14           0.00      
/I1/R19/R2         thermal_noise    1.39921e-14           0.00      
/I1/R19/R1         thermal_noise    1.39804e-14           0.00      
/I1/R18/R2         thermal_noise    1.3767e-14            0.00      
/I1/MP8            id               1.35236e-14           0.00      
/I1/R5/R1          thermal_noise    1.20469e-14           0.00      
/I1/R21/R2         thermal_noise    1.17765e-14           0.00      
/I1/R14/R2         thermal_noise    1.17359e-14           0.00      
/I1/R16/R2         thermal_noise    1.11781e-14           0.00      
/I1/R16/R1         thermal_noise    1.1168e-14            0.00      
/I43/MP11          id               7.82196e-15           0.00      
/I1/MP4            rs               7.79624e-15           0.00      
/I1/MP13           rd               7.26537e-15           0.00      
/I43/MN13          id               5.2389e-15            0.00      
/I43/MN12          id               4.69999e-15           0.00      
/I1/R1/R2          thermal_noise    3.80507e-15           0.00      
/I1/MP14           id               3.24564e-15           0.00      
/I1/R3/R2          thermal_noise    3.21655e-15           0.00      
/I1/MN0<7>         rs               2.92846e-15           0.00      
/I1/MN0<6>         rs               2.92846e-15           0.00      
/I1/MN0<5>         rs               2.92846e-15           0.00      
/I1/MN0<4>         rs               2.92846e-15           0.00      
/I1/MN0<3>         rs               2.92846e-15           0.00      
/I1/MN0<2>         rs               2.92846e-15           0.00      
/I1/MN0<1>         rs               2.92846e-15           0.00      
/I1/MN0<0>         rs               2.92846e-15           0.00      
/I1/MP3            id               2.90327e-15           0.00      
/I43/MP10          id               2.76564e-15           0.00      
/I43/M2            rs               1.83327e-15           0.00      
/I43/M1            rs               1.33587e-15           0.00      
/I1/MP18           rd               1.27027e-15           0.00      
/MP2               rd               1.16332e-15           0.00      
/MP2               rs               1.14785e-15           0.00      
/I43/M5            rd               1.09266e-15           0.00      
/I43/M2            rd               8.38993e-16           0.00      
/I1/MN1            rd               7.16831e-16           0.00      
/I1/MN1            rs               6.97606e-16           0.00      
/I1/MP7            id               6.73399e-16           0.00      
/I1/MP4            rd               6.10605e-16           0.00      
/I0/I3/MN1         id               5.74094e-16           0.00      
/I43/M5            rs               4.88719e-16           0.00      
/R9                rn               4.78701e-16           0.00      
/I1/MP0            rs               2.67144e-16           0.00      
/I1/MP17           rd               2.16108e-16           0.00      
/I43/MP11          rs               1.84358e-16           0.00      
/I1/MP15           rs               1.7068e-16            0.00      
/I43/M4            id               1.62071e-16           0.00      
/I1/MP9            rs               1.58274e-16           0.00      
/I1/MP1            rd               1.5221e-16            0.00      
/I43/MN12          fn               1.42732e-16           0.00      
/I1/MP15           rd               1.16772e-16           0.00      
/I1/R3/R1          thermal_noise    9.88675e-17           0.00      
/I43/MP10          rs               8.97963e-17           0.00      
/I1/MP12           rd               8.34165e-17           0.00      
/I1/MN0<7>         fn               7.56055e-17           0.00      
/I1/MN0<6>         fn               7.56055e-17           0.00      
/I1/MN0<5>         fn               7.56055e-17           0.00      
/I1/MN0<4>         fn               7.56055e-17           0.00      
/I1/MN0<3>         fn               7.56055e-17           0.00      
/I1/MN0<2>         fn               7.56055e-17           0.00      
/I1/MN0<1>         fn               7.56055e-17           0.00      
/I1/MN0<0>         fn               7.56055e-17           0.00      
/I1/MP8            rs               7.19866e-17           0.00      
/I43/MN12          rs               6.46197e-17           0.00      
/MP12              rd               5.40894e-17           0.00      
/I43/M3            id               4.19912e-17           0.00      
/I0/I3/MN1         rd               3.24459e-17           0.00      
